paper_title,paper_url,paper_arxiv_id,repo_url,is_official,framework,readmeUrl,requirementsUrl,requirementsLastCommitDate,mostProminentLanguage,stars,lastCommitDate,contributors
Poincaré Embeddings for Learning Hierarchical Representations,https://paperswithcode.com/paper/poincare-embeddings-for-learning-hierarchical,1705.08039,https://github.com/TatsuyaShirakawa/poincare-embedding,false,none,https://raw.githubusercontent.com/TatsuyaShirakawa/poincare-embedding/master/README.md,https://raw.githubusercontent.com/TatsuyaShirakawa/poincare-embedding/master/requirements.txt,2019-03-08T17:36:08Z,C++,231,2019-05-07T09:41:50Z,"https://github.com/TatsuyaShirakawa, https://github.com/erjenkins29"
Explaining How a Deep Neural Network Trained with End-to-End Learning Steers a Car,https://paperswithcode.com/paper/explaining-how-a-deep-neural-network-trained,1704.07911,https://github.com/bobbyhaliwela/AutoRcCar-Behavioral-Clonning,false,tf,https://raw.githubusercontent.com/bobbyhaliwela/AutoRcCar-Behavioral-Clonning/master/README.md,requirements.txt not found,None,Python,5,2019-09-30T17:21:02Z,https://github.com/bobbyhaliwela
Focal Loss for Dense Object Detection,https://paperswithcode.com/paper/focal-loss-for-dense-object-detection,1708.02002,https://github.com/unsky/focal-loss,false,mxnet,https://raw.githubusercontent.com/unsky/focal-loss/master/README.md,requirements.txt not found,None,Python,483,2017-12-20T04:30:15Z,https://github.com/unsky
Proximal Policy Optimization Algorithms,https://paperswithcode.com/paper/proximal-policy-optimization-algorithms,1707.06347,https://github.com/benevolentAI/guacamol_baselines,false,pytorch,https://raw.githubusercontent.com/benevolentAI/guacamol_baselines/master/README.md,https://raw.githubusercontent.com/benevolentAI/guacamol_baselines/master/requirements.txt,2018-11-29T14:02:00Z,Python,133,2024-02-16T09:40:41Z,"https://github.com/JoshuaMeyers, https://github.com/avaucher, https://github.com/msgBAI, https://github.com/bfabiandev"
"Don't Settle for Average, Go for the Max: Fuzzy Sets and Max-Pooled Word Vectors",https://paperswithcode.com/paper/dont-settle-for-average-go-for-the-max-fuzzy-1,1904.13264,https://github.com/Babylonpartners/fuzzymax,true,none,https://raw.githubusercontent.com/Babylonpartners/fuzzymax/master/README.md,https://raw.githubusercontent.com/Babylonpartners/fuzzymax/master/requirements.txt,2019-01-10T10:52:57Z,Python,43,2022-07-14T08:20:56Z,"https://github.com/aconneau, https://github.com/amaurySabran, https://github.com/tscheepers, https://github.com/kahne, https://github.com/sojvai, https://github.com/oroszgy, https://github.com/jegou, https://github.com/bodak, https://github.com/cifkao, https://github.com/douwekiela"
A Visual Navigation Perspective for Category-Level Object Pose Estimation,https://paperswithcode.com/paper/a-visual-navigation-perspective-for-category,2203.13572,https://github.com/wrld/visual_navigation_pose_estimation,true,pytorch,https://raw.githubusercontent.com/wrld/visual_navigation_pose_estimation/main/README.md,requirements.txt not found,None,Python,19,2023-12-05T11:39:20Z,https://github.com/wrld
Learning State-Dependent Losses for Inverse Dynamics Learning,https://paperswithcode.com/paper/learning-state-dependent-losses-for-inverse,2003.04947,https://github.com/facebookresearch/higher,false,pytorch,https://raw.githubusercontent.com/facebookresearch/higher/main/README.md,https://raw.githubusercontent.com/facebookresearch/higher/main/requirements.txt,2019-10-03T15:38:19Z,Python,1579,2021-10-26T07:08:33Z,"https://github.com/egrefen, https://github.com/bamos, https://github.com/pminervini, https://github.com/neitzal, https://github.com/hughperkins, https://github.com/RashedDoha, https://github.com/renesax14"
Speaking the Same Language: Matching Machine to Human Captions by Adversarial Training,https://paperswithcode.com/paper/speaking-the-same-language-matching-machine,1703.10476,https://github.com/rakshithShetty/captionGAN,false,none,https://raw.githubusercontent.com/rakshithShetty/captionGAN/master/README.md,requirements.txt not found,None,Python,66,2019-04-18T15:00:09Z,https://github.com/rakshithShetty
Neural Machine Translation by Jointly Learning to Align and Translate,https://paperswithcode.com/paper/neural-machine-translation-by-jointly,1409.0473,https://github.com/simonjisu/NMT,false,pytorch,https://raw.githubusercontent.com/simonjisu/NMT/master/README.md,requirements.txt not found,None,Jupyter Notebook,2,2018-11-23T08:26:07Z,https://github.com/simonjisu
Two-pass Discourse Segmentation with Pairing and Global Features,https://paperswithcode.com/paper/two-pass-discourse-segmentation-with-pairing,1407.8215,https://github.com/ZiningZhu/feng-hirst-rst-parser,false,none,https://raw.githubusercontent.com/ZiningZhu/feng-hirst-rst-parser/master/README.md,requirements.txt not found,None,Shell,0,2020-02-13T16:11:52Z,https://github.com/ZiningZhu
"Stanford Doggo: An Open-Source, Quasi-Direct-Drive Quadruped",https://paperswithcode.com/paper/190504254,1905.04254,https://github.com/qiuwenhui/StanfordDoggoProject,false,none,https://raw.githubusercontent.com/qiuwenhui/StanfordDoggoProject/master/README.md,requirements.txt not found,None,No language detected,0,2019-05-15T02:26:35Z,"https://github.com/Nate711, https://github.com/CrazyAZ, https://github.com/pslade2"
Deep contextualized word representations,https://paperswithcode.com/paper/deep-contextualized-word-representations,1802.05365,https://github.com/TEAMLAB-Lecture/deep_nlp_101,false,tf,https://raw.githubusercontent.com/TEAMLAB-Lecture/deep_nlp_101/master/README.md,requirements.txt not found,None,Jupyter Notebook,2,2018-12-12T23:55:37Z,"https://github.com/blissray, https://github.com/kimjeyoung, https://github.com/janguck"
Noisy intermediate-scale quantum algorithm for semidefinite programming,https://paperswithcode.com/paper/nisq-algorithm-for-semidefinite-programming,2106.03891,https://github.com/txhaug/nisq-sdp,true,none,https://raw.githubusercontent.com/txhaug/nisq-sdp/main/README.md,requirements.txt not found,None,Python,11,2024-08-12T08:07:06Z,https://github.com/txhaug
A framework for benchmarking class-out-of-distribution detection and its application to ImageNet,https://paperswithcode.com/paper/a-framework-for-benchmarking-class-out-of-1,2302.11893,https://github.com/mdabbah/COOD_benchmarking,true,pytorch,https://raw.githubusercontent.com/mdabbah/COOD_benchmarking/main/README.md,https://raw.githubusercontent.com/mdabbah/COOD_benchmarking/main/requirements.txt,2023-02-25T20:03:52Z,Python,16,2024-05-27T09:36:36Z,"https://github.com/IdoGalil, https://github.com/mdabbah"
CheckThat! at CLEF 2020: Enabling the Automatic Identification and Verification of Claims in Social Media,https://paperswithcode.com/paper/checkthat-at-clef-2020-enabling-the-automatic,2001.08546,https://github.com/sshaar/clef2020-factchecking-task2,false,none,https://raw.githubusercontent.com/sshaar/clef2020-factchecking-task2/master/README.md,https://raw.githubusercontent.com/sshaar/clef2020-factchecking-task2/master/requirements.txt,2020-03-28T15:15:36Z,Python,6,2020-08-28T13:29:03Z,"https://github.com/nbabulkov, https://github.com/joedsm, https://github.com/sshaar"
That is a Known Lie: Detecting Previously Fact-Checked Claims,https://paperswithcode.com/paper/that-is-a-known-lie-detecting-previously-fact,2005.06058,https://github.com/sshaar/clef2020-factchecking-task2,false,none,https://raw.githubusercontent.com/sshaar/clef2020-factchecking-task2/master/README.md,https://raw.githubusercontent.com/sshaar/clef2020-factchecking-task2/master/requirements.txt,2020-03-28T15:15:36Z,Python,6,2020-08-28T13:29:03Z,"https://github.com/nbabulkov, https://github.com/joedsm, https://github.com/sshaar"
BEGAN: Boundary Equilibrium Generative Adversarial Networks,https://paperswithcode.com/paper/began-boundary-equilibrium-generative,1703.10717,https://github.com/Heumi/BEGAN-tensorflow,false,tf,https://raw.githubusercontent.com/Heumi/BEGAN-tensorflow/master/README.md,requirements.txt not found,None,Python,262,2017-06-07T04:46:00Z,
Task-conditioned Domain Adaptation for Pedestrian Detection in Thermal Imagery,https://paperswithcode.com/paper/task-conditioned-domain-adaptation-for,,https://github.com/mrkieumy/task-conditioned,true,pytorch,https://raw.githubusercontent.com/mrkieumy/task-conditioned/master/README.md,requirements.txt not found,None,Python,30,2020-08-06T09:00:11Z,https://github.com/mrkieumy
Seeing into Darkness: Scotopic Visual Recognition,https://paperswithcode.com/paper/seeing-into-darkness-scotopic-visual,1610.00405,https://github.com/bochencaltech/scotopic,true,none,https://raw.githubusercontent.com/bochencaltech/scotopic/master/README.md,requirements.txt not found,None,MATLAB,3,2016-10-03T04:53:18Z,https://github.com/bochencaltech
Efficiency Evaluation of Character-level RNN Training Schedules,https://paperswithcode.com/paper/efficiency-evaluation-of-character-level-rnn,1605.02486,https://github.com/cedricdeboom/CharRNN,true,none,https://raw.githubusercontent.com/cedricdeboom/CharRNN/master/README.md,requirements.txt not found,None,Python,8,2016-05-09T08:55:13Z,https://github.com/cedricdeboom
Community detection in networks: A user guide,https://paperswithcode.com/paper/community-detection-in-networks-a-user-guide,1608.00163,https://github.com/learn-co-curriculum/dsc-graph-connectivity-community-detection,false,none,https://raw.githubusercontent.com/learn-co-curriculum/dsc-graph-connectivity-community-detection/master/README.md,requirements.txt not found,None,Jupyter Notebook,0,2018-11-28T04:46:29Z,"https://github.com/ShakeelRaja, https://github.com/LoreDirick"
A Novel Chaos Theory Inspired Neuronal Architecture,https://paperswithcode.com/paper/190512601,1905.12601,https://github.com/kadarakos/chaoticgls,false,none,https://raw.githubusercontent.com/kadarakos/chaoticgls/master/README.md,requirements.txt not found,None,Python,3,2019-06-11T13:05:06Z,
A Multicore Tool for Constraint Solving,https://paperswithcode.com/paper/a-multicore-tool-for-constraint-solving,1502.03986,https://github.com/CP-Unibo/sunny-cp,true,none,https://raw.githubusercontent.com/CP-Unibo/sunny-cp/master/README.md,requirements.txt not found,None,Python,26,2023-04-18T16:56:27Z,"https://github.com/jacopoMauro, https://github.com/ramadini, https://github.com/MarioSabatini, https://github.com/skosch"
Understanding Black-box Predictions via Influence Functions,https://paperswithcode.com/paper/understanding-black-box-predictions-via,1703.04730,https://github.com/ShinKyuY/Understanding-Black-box-Predictions-via-Influence-Functions-tutorial-MNIST-7-vs-1-Classification,false,none,https://raw.githubusercontent.com/ShinKyuY/Understanding-Black-box-Predictions-via-Influence-Functions-tutorial-MNIST-7-vs-1-Classification/master/README.md,requirements.txt not found,None,Jupyter Notebook,12,2019-11-19T15:27:58Z,https://github.com/ShinKyuY
Improving Relation Extraction by Pre-trained Language Representations,https://paperswithcode.com/paper/improving-relation-extraction-by-pre-trained-1,1906.03088,https://github.com/DFKI-NLP/TRE,true,pytorch,https://raw.githubusercontent.com/DFKI-NLP/TRE/master/README.md,https://raw.githubusercontent.com/DFKI-NLP/TRE/master/requirements.txt,2019-05-07T15:45:43Z,Python,108,2021-10-01T09:27:27Z,"https://github.com/marchbnr, https://github.com/leonhardhennig"
Discrete Modeling of Multi-Transmitter Neural Networks with Neuron Competition,https://paperswithcode.com/paper/discrete-modeling-of-multi-transmitter-neural,1705.02176,https://github.com/bazenkov/MultiCPG,false,none,https://raw.githubusercontent.com/bazenkov/MultiCPG/master/README.md,requirements.txt not found,None,MATLAB,1,2018-09-20T10:40:35Z,https://github.com/bazenkov
Accelerated Modeling of Near and Far-Field Diffraction for Coronagraphic Optical Systems,https://paperswithcode.com/paper/accelerated-modeling-of-near-and-far-field,1806.06467,https://github.com/douglase/poppy_benchmarking,false,none,https://raw.githubusercontent.com/douglase/poppy_benchmarking/master/README.md,requirements.txt not found,None,Jupyter Notebook,1,2020-07-04T02:18:51Z,https://github.com/douglase
$360^o$ Surface Regression with a Hyper-Sphere Loss,https://paperswithcode.com/paper/360o-surface-regression-with-a-hyper-sphere,1909.07043,https://github.com/VCL3D/SphericalViewSynthesis,false,pytorch,https://raw.githubusercontent.com/VCL3D/SphericalViewSynthesis/master/README.md,requirements.txt not found,None,Python,113,2021-11-05T08:56:46Z,"https://github.com/zokin, https://github.com/zuru"
Pre-training without Natural Images,https://paperswithcode.com/paper/pre-training-without-natural-images,2101.08515,https://github.com/hirokatsukataoka16/FractalDB-Pretrained-ResNet-PyTorch,true,pytorch,https://raw.githubusercontent.com/hirokatsukataoka16/FractalDB-Pretrained-ResNet-PyTorch/main/README.md,requirements.txt not found,None,Python,203,2022-03-24T05:40:03Z,https://github.com/hirokatsukataoka16
Black-box Variational Inference for Stochastic Differential Equations,https://paperswithcode.com/paper/black-box-variational-inference-for,1802.03335,https://github.com/anonmaths/tumour_sde_model,false,tf,https://raw.githubusercontent.com/anonmaths/tumour_sde_model/master/README.md,requirements.txt not found,None,Python,1,2018-07-03T21:49:52Z,"https://github.com/anonmaths, https://github.com/apps/texify"
A Sensitivity Analysis of (and Practitioners' Guide to) Convolutional Neural Networks for Sentence Classification,https://paperswithcode.com/paper/a-sensitivity-analysis-of-and-practitioners,1510.03820,https://github.com/dennybritz/cnn-text-classification-tf,false,tf,https://raw.githubusercontent.com/dennybritz/cnn-text-classification-tf/master/README.md,requirements.txt not found,None,Python,5640,2018-07-21T05:36:32Z,"https://github.com/dennybritz, https://github.com/PayscaleNateW, https://github.com/notWhaleB, https://github.com/RoshanTanisha, https://github.com/likejazz, https://github.com/SuyashLakhotia, https://github.com/billy-inn, https://github.com/joshkyh, https://github.com/mdymczyk, https://github.com/anarkia7115"
Deformable Convolutional Networks,https://paperswithcode.com/paper/deformable-convolutional-networks,1703.06211,https://github.com/qilei123/fpn_crop,false,mxnet,https://raw.githubusercontent.com/qilei123/fpn_crop/master/README.md,https://raw.githubusercontent.com/qilei123/fpn_crop/master/requirements.txt,2017-10-27T18:42:33Z,Python,1,2019-03-01T21:22:35Z,"https://github.com/qilei123, https://github.com/YuwenXiong, https://github.com/daijifeng001, https://github.com/HaozhiQi, https://github.com/gd-zhang, https://github.com/stupidZZ, https://github.com/ancientmooner, https://github.com/taokong, https://github.com/terrychenism, https://github.com/liyi14, https://github.com/bl0"
Adaptive Attention Span in Transformers,https://paperswithcode.com/paper/adaptive-attention-span-in-transformers,1905.07799,https://github.com/prajjwal1/adaptive_transformer,false,pytorch,https://raw.githubusercontent.com/prajjwal1/adaptive_transformer/master/README.md,https://raw.githubusercontent.com/prajjwal1/adaptive_transformer/master/requirements.txt,2020-04-26T06:08:04Z,Jupyter Notebook,42,2020-11-26T11:44:35Z,https://github.com/prajjwal1
STRIPS Planning in Infinite Domains,https://paperswithcode.com/paper/strips-planning-in-infinite-domains,1701.00287,https://github.com/jingxixu/pddlstream,false,none,https://raw.githubusercontent.com/jingxixu/pddlstream/stable/README.md,requirements.txt not found,None,Python,1,2018-07-18T14:31:49Z,"https://github.com/caelan, https://github.com/jingxixu"
Negative refraction and tiling billiards,https://paperswithcode.com/paper/negative-refraction-and-tiling-billiards,1502.02053,https://github.com/awstlaur/negsnel,false,none,https://raw.githubusercontent.com/awstlaur/negsnel/master/README.md,requirements.txt not found,None,TypeScript,0,2020-08-01T22:50:45Z,"https://github.com/awstlaur, https://github.com/apps/dependabot"
Learning an Optimally Reduced Formulation of OPF through Meta-optimization,https://paperswithcode.com/paper/learning-an-optimally-reduced-formulation-of,1911.06784,https://github.com/invenia/OPFSampler.jl,true,none,https://raw.githubusercontent.com/invenia/OPFSampler.jl/master/README.md,requirements.txt not found,None,Julia,9,2021-01-22T21:08:51Z,"https://github.com/mjamei19, https://github.com/fchorney, https://github.com/mattBrzezinski, https://github.com/molet"
Video Content Classification using Deep Learning,https://paperswithcode.com/paper/video-content-classification-using-deep,2111.13813,https://github.com/coin-dataset/annotations,true,none,https://raw.githubusercontent.com/coin-dataset/annotations/master/README.md,requirements.txt not found,None,Python,105,2021-06-27T14:42:34Z,"https://github.com/CarrySun, https://github.com/AndyTang15, https://github.com/MTCloudVision, https://github.com/zdy023"
Looking at Outfit to Parse Clothing,https://paperswithcode.com/paper/looking-at-outfit-to-parse-clothing,1703.01386,https://github.com/ken90242/js-segment-annotator,false,none,https://raw.githubusercontent.com/ken90242/js-segment-annotator/master/README.md,requirements.txt not found,None,JavaScript,0,2018-08-02T05:44:20Z,"https://github.com/kyamagu, https://github.com/pwspania, https://github.com/ofk, https://github.com/jopasserat, https://github.com/NicolaiHarich, https://github.com/ken90242, https://github.com/matt3o, https://github.com/waspinator"
Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks,https://paperswithcode.com/paper/unsupervised-representation-learning-with-1,1511.06434,https://github.com/HaijunMa/GAN-Getting-started-learning,false,pytorch,https://raw.githubusercontent.com/HaijunMa/GAN-Getting-started-learning/master/README.md,requirements.txt not found,None,Python,6,2019-05-30T02:15:35Z,https://github.com/HaijunMa
Audio to score matching by combining phonetic and duration information,https://paperswithcode.com/paper/audio-to-score-matching-by-combining-phonetic,1707.03547,https://github.com/ronggong/jingjuSingingPhraseMatching,true,none,https://raw.githubusercontent.com/ronggong/jingjuSingingPhraseMatching/master/README.md,https://raw.githubusercontent.com/ronggong/jingjuSingingPhraseMatching/master/requirements.txt,2017-07-01T15:24:57Z,Python,27,2017-07-01T15:24:57Z,https://github.com/ronggong
MobileNetV2: Inverted Residuals and Linear Bottlenecks,https://paperswithcode.com/paper/mobilenetv2-inverted-residuals-and-linear,1801.04381,https://github.com/TTMRonald/MobileNet_Zoo,false,tf,https://raw.githubusercontent.com/TTMRonald/MobileNet_Zoo/master/README.md,requirements.txt not found,None,Python,0,2018-08-08T03:22:01Z,https://github.com/TTMRonald
Max-margin Class Imbalanced Learning with Gaussian Affinity,https://paperswithcode.com/paper/max-margin-class-imbalanced-learning-with,1901.07711,https://github.com/koshian2/affinity-loss,false,tf,https://raw.githubusercontent.com/koshian2/affinity-loss/master/README.md,requirements.txt not found,None,Python,72,2021-11-24T00:45:43Z,"https://github.com/koshian2, https://github.com/igorkf"
Deep Learning for Image Super-resolution: A Survey,https://paperswithcode.com/paper/deep-learning-for-image-super-resolution-a,1902.06068,https://github.com/impredicative/irc-url-title-bot,false,tf,https://raw.githubusercontent.com/impredicative/irc-url-title-bot/master/README.md,https://raw.githubusercontent.com/impredicative/irc-url-title-bot/master/requirements.txt,2022-02-28T21:12:37Z,Python,3,2022-02-28T21:12:37Z,"https://github.com/impredicative, https://github.com/luk3yx"
Predictability of localized plasmonic responses in nanoparticle assemblies,https://paperswithcode.com/paper/predictability-of-localized-plasmonic,2009.09005,https://github.com/kevinroccapriore/Predictability,true,none,https://raw.githubusercontent.com/kevinroccapriore/Predictability/main/README.md,requirements.txt not found,None,Jupyter Notebook,0,2022-07-26T20:23:42Z,https://github.com/kevinroccapriore
An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,https://paperswithcode.com/paper/an-image-is-worth-16x16-words-transformers-1,2010.11929,https://github.com/kornia/kornia,false,pytorch,https://raw.githubusercontent.com/kornia/kornia/main/README.md,requirements.txt not found,None,Python,9773,2024-09-02T21:37:48Z,"https://github.com/edgarriba, https://github.com/ducha-aiki, https://github.com/johnnv1, https://github.com/shijianjian, https://github.com/apps/pre-commit-ci, https://github.com/dvd42, https://github.com/apps/dependabot, https://github.com/cjpurackal, https://github.com/Pulkit-Khandelwal, https://github.com/ananyamukh6, https://github.com/HassanAlsamahi, https://github.com/apps/deepsource-autofix, https://github.com/lferraz, https://github.com/ashnair1, https://github.com/nitaifingerhut, https://github.com/miquelmarti, https://github.com/gau-nernst, https://github.com/kshitij12345, https://github.com/carlosb1, https://github.com/thatbrguy, https://github.com/FGeri, https://github.com/Borda, https://github.com/jiangwei221, https://github.com/vgilabert94, https://github.com/cclauss, https://github.com/ChristophReich1996, https://github.com/ceroytres, https://github.com/jatentaki, https://github.com/Wizaron, https://github.com/pmeier"
PWLS-ULTRA: An Efficient Clustering and Learning-Based Approach for Low-Dose 3D CT Image Reconstruction,https://paperswithcode.com/paper/pwls-ultra-an-efficient-clustering-and,1703.09165,https://github.com/xuehangzheng/PWLS-ULTRA-for-Low-Dose-3D-CT-Image-Reconstruction,false,none,https://raw.githubusercontent.com/xuehangzheng/PWLS-ULTRA-for-Low-Dose-3D-CT-Image-Reconstruction/master/README.md,requirements.txt not found,None,MATLAB,62,2020-05-26T02:28:54Z,https://github.com/xuehangzheng
OmicSelector: automatic feature selection and deep learning modeling for omic experiments,https://paperswithcode.com/paper/omicselector-automatic-feature-selection-and,,https://github.com/kstawiski/OmicApp,false,none,https://raw.githubusercontent.com/kstawiski/OmicApp/main/README.md,requirements.txt not found,None,JavaScript,3,2022-11-20T17:21:22Z,https://github.com/kstawiski
Positional Encoding to Control Output Sequence Length,https://paperswithcode.com/paper/positional-encoding-to-control-output,1904.07418,https://github.com/takase/control-length,true,pytorch,https://raw.githubusercontent.com/takase/control-length/master/README.md,requirements.txt not found,None,Python,53,2020-10-07T10:13:06Z,https://github.com/takase
Self-Supervised Human Depth Estimation from Monocular Videos,https://paperswithcode.com/paper/self-supervised-human-depth-estimation-from,2005.03358,https://github.com/sfu-gruvi-3dv/Self-Supervised-Human-Depth,false,tf,https://raw.githubusercontent.com/sfu-gruvi-3dv/Self-Supervised-Human-Depth/master/README.md,https://raw.githubusercontent.com/sfu-gruvi-3dv/Self-Supervised-Human-Depth/master/requirements.txt,2020-06-16T01:18:14Z,Python,41,2020-06-16T05:47:03Z,https://github.com/feitongt
A Neural Algorithm of Artistic Style,https://paperswithcode.com/paper/a-neural-algorithm-of-artistic-style,1508.06576,https://github.com/alishdipani/Neural-Style-Transfer-Audio,false,pytorch,https://raw.githubusercontent.com/alishdipani/Neural-Style-Transfer-Audio/master/README.md,requirements.txt not found,None,Python,77,2021-11-15T20:04:28Z,https://github.com/alishdipani
SQLNet: Generating Structured Queries From Natural Language Without Reinforcement Learning,https://paperswithcode.com/paper/sqlnet-generating-structured-queries-from,1711.04436,https://github.com/BroCoLySTyLe/SQLovaReview,false,none,https://raw.githubusercontent.com/BroCoLySTyLe/SQLovaReview/master/README.md,requirements.txt not found,None,No language detected,2,2019-03-19T08:44:33Z,https://github.com/BroCoLySTyLe
Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks,https://paperswithcode.com/paper/model-agnostic-meta-learning-for-fast,1703.03400,https://github.com/mari-linhares/tensorflow-maml,false,tf,https://raw.githubusercontent.com/mari-linhares/tensorflow-maml/master/README.md,requirements.txt not found,None,Jupyter Notebook,84,2019-07-12T20:03:48Z,"https://github.com/hereismari, https://github.com/roschly"
Noisy Networks for Exploration,https://paperswithcode.com/paper/noisy-networks-for-exploration,1706.10295,https://github.com/seungjaeryanlee/rldb,false,none,https://raw.githubusercontent.com/seungjaeryanlee/rldb/master/README.md,requirements.txt not found,None,Python,51,2019-12-19T08:31:12Z,https://github.com/seungjaeryanlee
Unsupervised Machine Learning Discovery of Chemical and Physical Transformation Pathways from Imaging Data,https://paperswithcode.com/paper/unsupervised-machine-learning-discovery-of,2010.09196,https://github.com/ziatdinovmax/ChemDisc,true,none,https://raw.githubusercontent.com/ziatdinovmax/ChemDisc/main/README.md,requirements.txt not found,None,Jupyter Notebook,0,2020-10-28T17:00:13Z,https://github.com/ziatdinovmax
Joint Enhancement and Denoising Method via Sequential Decomposition,https://paperswithcode.com/paper/joint-enhancement-and-denoising-method-via,1804.08468,https://github.com/tonghelen/JED-Method,true,none,https://raw.githubusercontent.com/tonghelen/JED-Method/master/README.md,requirements.txt not found,None,MATLAB,28,2018-09-05T12:09:38Z,https://github.com/tonghelen
Focal Loss for Dense Object Detection,https://paperswithcode.com/paper/focal-loss-for-dense-object-detection,1708.02002,https://github.com/tianhai123/yolov3,false,none,https://raw.githubusercontent.com/tianhai123/yolov3/master/README.md,requirements.txt not found,None,C,16,2018-11-01T00:32:31Z,"https://github.com/AlexeyAB, https://github.com/pjreddie, https://github.com/tinohager, https://github.com/vinjn, https://github.com/tigerhawkvok, https://github.com/IlyaOvodov, https://github.com/AvenSun, https://github.com/judwhite, https://github.com/oldgalileo, https://github.com/bgasiorzewski, https://github.com/stereomatchingkiss, https://github.com/sivagnanamn, https://github.com/salbatron, https://github.com/mhaghighat, https://github.com/TESTPERSONAL, https://github.com/jinyu121, https://github.com/vinliao, https://github.com/sberan, https://github.com/Rus-L, https://github.com/r0l1, https://github.com/rakeshjasti, https://github.com/PuneetKohli, https://github.com/timonsku, https://github.com/NadeenUdantha, https://github.com/bonzoq, https://github.com/adesun"
Two halves of a meaningful text are statistically different,https://paperswithcode.com/paper/two-halves-of-a-meaningful-text-are,2004.06474,https://github.com/gitstevendeng/two-halves-statistically-different,true,none,https://raw.githubusercontent.com/gitstevendeng/two-halves-statistically-different/master/README.md,requirements.txt not found,None,Mathematica,0,2020-03-10T01:47:40Z,https://github.com/gitstevendeng
Unsupervised 3D End-to-End Medical Image Registration with Volume Tweening Network,https://paperswithcode.com/paper/unsupervised-3d-end-to-end-medical-image,1902.05020,https://github.com/GeeLaw/bio-site,false,none,https://raw.githubusercontent.com/GeeLaw/bio-site/master/README.md,requirements.txt not found,None,JavaScript,23,2020-07-01T08:13:07Z,https://github.com/GeeLaw
CUTE solutions for two-point correlation functions from large cosmological datasets,https://paperswithcode.com/paper/cute-solutions-for-two-point-correlation,1210.1833,https://github.com/adematti/pycute,false,none,https://raw.githubusercontent.com/adematti/pycute/master/README.md,requirements.txt not found,None,C,0,2024-05-30T13:32:19Z,https://github.com/adematti
RepPoints: Point Set Representation for Object Detection,https://paperswithcode.com/paper/reppoints-point-set-representation-for-object,1904.11490,https://github.com/kcmeehan/SmartDetect,false,pytorch,https://raw.githubusercontent.com/kcmeehan/SmartDetect/master/README.md,requirements.txt not found,None,Python,0,2020-02-20T01:47:13Z,https://github.com/kcmeehan
Inter and Intra Topic Structure Learning with Word Embeddings,https://paperswithcode.com/paper/inter-and-intra-topic-structure-learning-with,,https://github.com/ethanhezhao/WEDTM,true,none,https://raw.githubusercontent.com/ethanhezhao/WEDTM/master/README.md,requirements.txt not found,None,MATLAB,6,2018-10-17T01:31:19Z,https://github.com/ethanhezhao
Pseudo-Labeling and Confirmation Bias in Deep Semi-Supervised Learning,https://paperswithcode.com/paper/pseudo-labeling-and-confirmation-bias-in-deep,1908.02983,https://github.com/5m0k3/gwd-yolov5-pytorch,false,pytorch,https://raw.githubusercontent.com/5m0k3/gwd-yolov5-pytorch/master/README.md,requirements.txt not found,None,Jupyter Notebook,20,2020-08-28T09:42:33Z,https://github.com/5m0k3
MiME: Multilevel Medical Embedding of Electronic Health Records for Predictive Healthcare,https://paperswithcode.com/paper/mime-multilevel-medical-embedding-of,1810.09593,https://github.com/mp2893/mime,true,tf,https://raw.githubusercontent.com/mp2893/mime/master/README.md,requirements.txt not found,None,Python,106,2019-11-14T05:53:29Z,"https://github.com/mp2893, https://github.com/edwardchoi-google"
Group Normalization,https://paperswithcode.com/paper/group-normalization,1803.08494,https://github.com/chengyangfu/pytorch-groupnormalization,false,pytorch,https://raw.githubusercontent.com/chengyangfu/pytorch-groupnormalization/master/README.md,requirements.txt not found,None,Python,87,2019-02-01T18:44:22Z,
A modernised version of the Glossa corpus search system,https://paperswithcode.com/paper/a-modernised-version-of-the-glossa-corpus,,https://github.com/textlab/cglossa,true,none,https://raw.githubusercontent.com/textlab/cglossa/master/README.md,requirements.txt not found,None,JavaScript,6,2017-09-05T13:08:46Z,"https://github.com/noklesta, https://github.com/mihao"
MMoFusion: Multi-modal Co-Speech Motion Generation with Diffusion Model,https://paperswithcode.com/paper/mmofusion-multi-modal-co-speech-motion,2403.02905,https://github.com/wangsen99/MMoFusion,true,pytorch,https://raw.githubusercontent.com/wangsen99/MMoFusion/main/README.md,https://raw.githubusercontent.com/wangsen99/MMoFusion/main/requirements.txt,2024-06-17T09:59:47Z,Python,4,2024-06-17T12:13:26Z,https://github.com/wangsen99
Competence in lexical semantics,https://paperswithcode.com/paper/competence-in-lexical-semantics,,https://github.com/kornai/4lang,true,none,https://raw.githubusercontent.com/kornai/4lang/master/README.md,requirements.txt not found,None,Python,37,2024-04-04T20:49:50Z,"https://github.com/kornai, https://github.com/makrai, https://github.com/recski, https://github.com/Eszti, https://github.com/evelinacs, https://github.com/adaamko, https://github.com/holloszaboakos, https://github.com/Bolevacz, https://github.com/gaebor, https://github.com/DavidNemeskey, https://github.com/juditacs, https://github.com/pajkossy"
